cycle_number,discharge_capacity
1,59.10292
2,59.10586
3,59.09645
4,59.10769
5,59.12544
6,59.09543
7,59.11141
8,59.12326
9,59.11591
10,59.11276
11,59.12842
12,59.09952
13,59.0844
14,59.09567
15,59.1028
16,59.09575
17,59.08723
18,59.08454
19,59.09014
20,59.09202
21,59.08548
22,59.07988
23,59.07474
24,59.07845
25,59.08101
26,59.0787
27,59.08124
28,59.06426
29,59.07386
30,59.079
31,59.08219
32,59.08054
33,59.07053
34,59.06955
35,59.07979
36,59.07979
37,59.07918
38,59.07592
39,59.0749
40,59.08793
41,59.08647
42,59.08057
43,59.07605
44,59.08834
45,59.08463
46,59.08778
47,59.0869
48,59.09329
49,59.08585
50,59.08657
51,59.08392
52,59.09615
53,59.08651
54,59.07928
55,59.08818
56,59.09627
57,59.08972
58,59.09056
59,59.07847
60,59.08678
61,59.08936
62,59.08555
63,59.08318
64,59.08593
65,59.08742
66,59.08673
67,59.0992
68,59.09049
69,59.08411
70,59.08091
71,59.08642
72,59.08986
73,59.08164
74,59.0688
75,59.07325
76,59.07054
77,59.07483
78,59.07314
79,59.07433
80,59.07677
81,59.05997
82,59.07433
83,59.05919
84,59.06022
85,59.05752
86,59.06112
87,59.06346
88,59.06387
89,59.0363
90,59.04395
91,59.03502
92,59.0364
93,59.03564
94,59.0324
95,59.03074
96,59.01658
97,59.02053
98,59.0221
99,59.0189
100,59.01569
101,59.01682
102,59.01391
103,59.01937
104,59.00128
105,59.0237
106,59.00951
107,59.01243
108,59.01778
109,59.00996
110,59.00165
111,59.00149
112,58.97524
113,59.00154
114,58.98611
115,58.97734
116,58.97277
117,58.97607
118,58.97907
119,58.97264
120,58.98954
121,58.98348
122,58.97698
123,58.97885
124,58.98024
125,58.97827
126,58.96707
127,58.95554
128,58.96971
129,58.96826
130,58.95575
131,58.95216
132,58.94645
133,58.95277
134,58.94835
135,58.95063
136,58.93606
137,58.94008
138,58.9378
139,58.93564
140,58.93137
141,58.93132
142,58.9189
143,58.91435
144,58.91703
145,58.91608
146,58.90864
147,58.89574
148,58.89551
149,58.91561
150,58.9084
151,58.89253
152,58.87821
153,58.87734
154,58.87836
155,58.87838
156,58.87324
157,58.87262
158,58.8647
159,58.85612
160,58.86086
161,58.85658
162,58.85218
163,58.8408
164,58.84692
165,58.84777
166,58.85
167,58.83891
168,58.83251
169,58.83638
170,58.82926
171,58.82398
172,58.82824
173,58.83889
174,58.83915
175,58.8272
176,58.81366
177,58.8167
178,58.81176
179,58.79784
180,58.80854
181,58.82082
182,58.79182
183,58.78339
184,58.77643
185,58.77876
186,58.78049
187,58.76511
188,58.75394
189,58.75061
190,58.74817
191,58.75235
192,58.74661
193,58.74283
194,58.73543
195,58.72505
196,58.72847
197,58.73281
198,58.7306
199,58.72381
200,58.71862
201,58.72174
202,58.74375
203,58.71334
204,58.71865
205,58.69515
206,58.69488
207,58.69654
208,58.68735
209,58.68465
210,58.69384
211,58.68959
212,58.68062
213,58.67381
214,58.66774
215,58.66192
216,58.65442
217,58.6557
218,58.67437
219,58.66515
220,58.64887
221,58.64121
222,58.65074
223,58.63484
224,58.62842
225,58.63797
226,58.63454
227,58.63371
228,58.6248
229,58.61169
230,58.61005
231,58.60007
232,58.59226
233,58.61251
234,58.60741
235,58.58607
236,58.5762
237,58.57521
238,58.57662
239,58.56832
240,58.5706
241,58.58314
242,58.57318
243,58.56956
244,58.56311
245,58.55052
246,58.53166
247,58.52315
248,58.53239
249,58.54394
250,58.52853
251,58.50545
252,58.50077
253,58.50239
254,58.50782
255,58.51764
256,58.51134
257,58.50637
258,58.49415
259,58.49343
260,58.46984
261,58.46352
262,58.45991
263,58.46925
264,58.49073
265,58.46674
266,58.45422
267,58.44296
268,58.43118
269,58.43397
270,58.43002
271,58.43934
272,58.43619
273,58.42166
274,58.41962
275,58.41259
276,58.40187
277,58.46963
278,58.46725
279,58.46835
280,58.46209
281,58.45053
282,58.43794
283,58.43584
284,58.43279
285,58.43645
286,58.43557
287,58.42193
288,58.4089
289,58.41525
290,58.41232
291,58.40163
292,58.39465
293,58.40246
294,58.39075
295,58.39062
296,58.37939
297,58.37784
298,58.36543
299,58.36177
300,58.36202
301,58.37204
302,58.35898
303,58.3487
304,58.34573
305,58.33638
306,58.32787
307,58.32028
308,58.34609
309,58.32514
310,58.32697
311,58.31516
312,58.30085
313,58.29448
314,58.28725
315,58.28429
316,58.29743
317,58.28433
318,58.26622
319,58.25777
320,58.25889
321,58.26898
322,58.2533
323,58.24296
324,58.24545
325,58.24513
326,58.2365
327,58.22718
328,58.21991
329,58.21888
330,58.21265
331,58.21896
332,58.21385
333,58.20431
334,58.1872
335,58.18014
336,58.17957
337,58.18572
338,58.16578
339,58.17568
340,58.16817
341,58.17019
342,58.1608
343,58.14303
344,58.13916
345,58.13441
346,58.15061
347,58.13899
348,58.12153
349,58.11518
350,58.10379
351,58.10164
352,58.09883
353,58.09647
354,58.09178
355,58.08181
356,58.0772
357,58.0734
358,58.0677
359,58.05282
360,58.05382
361,58.04752
362,58.0568
363,58.0441
364,58.03498
365,58.02379
366,58.01589
367,58.01329
368,58.02231
369,58.01193
370,58.00805
371,57.99629
372,57.99674
373,57.9992
374,57.98022
375,57.97546
376,57.96968
377,57.97641
378,57.97045
379,57.95512
380,57.94967
381,57.9384
382,57.93316
383,57.92804
384,57.94832
385,57.93064
386,57.91758
387,57.91105
388,57.91394
389,57.90744
390,57.89603
391,57.88522
392,57.89811
393,57.89342
394,57.88787
395,57.86461
396,57.86398
397,57.85619
398,57.85567
399,57.85551
400,57.85858
401,57.85071
402,57.83665
403,57.83334
404,57.84116
405,57.82886
406,57.81754
407,57.81949
408,57.82287
409,57.81834
410,56.66356
411,57.8194
412,57.83065
413,57.81129
414,57.81427
415,57.80876
416,57.80273
417,57.79111
418,57.79014
419,57.7899
420,57.78876
421,57.769
422,57.76195
423,57.75196
424,57.75458
425,57.74479
426,57.74598
427,57.74028
428,57.73294
429,57.72446
430,57.71843
431,57.70893
432,57.70442
433,57.70585
434,57.70655
435,57.70849
436,57.6917
437,57.67864
438,57.6684
439,57.6683
440,57.66956
441,57.66314
442,57.65736
443,57.65111
444,57.63938
445,57.63401
446,57.62757
447,57.6178
448,57.61591
449,57.61738
450,57.61682
451,57.61136
452,57.59575
453,57.58223
454,57.57989
455,57.57591
456,57.58109
457,57.56351
458,57.56059
459,57.54814
460,57.54809
461,57.54343
462,57.53064
463,57.53036
464,57.52768
465,57.5186
466,57.51986
467,57.50448
468,57.49657
469,57.48498
470,57.48942
471,57.49943
472,57.48467
473,57.47056
474,57.4642
475,57.45722
476,57.45484
477,57.43584
478,57.4295
479,57.43726
480,57.43048
481,57.42634
482,57.41978
483,57.40632
