cycle_number,discharge_capacity
1,60.8068
2,60.8554
3,60.8839
4,60.904
5,60.9244
6,60.9416
7,60.9496
8,60.963
9,60.9668
10,60.9707
11,60.9697
12,60.9672
13,60.9677
14,60.9654
15,60.9517
16,60.9479
17,60.9468
18,60.9483
19,60.9446
20,60.9426
21,60.9415
22,60.9426
23,60.9332
24,60.9307
25,60.9298
26,60.9264
27,60.9139
28,60.9108
29,60.9162
30,60.9129
31,60.8971
32,60.916
33,60.9901
34,60.9754
35,60.9615
36,60.9502
37,60.9452
38,60.9377
39,60.9304
40,60.9285
41,60.9196
42,60.9134
43,60.9105
44,60.9084
45,60.9025
46,60.8936
47,60.8926
48,60.8858
49,60.8781
50,60.8758
51,60.8716
52,60.8672
53,60.8658
54,60.8645
55,60.8596
56,60.859
57,60.8516
58,60.8514
59,60.8467
60,60.8406
61,60.8292
62,60.827
63,60.8226
64,60.8139
65,60.81
66,60.8072
67,60.8059
68,60.7997
69,60.797
70,60.7916
71,60.7884
72,60.7828
73,60.7792
74,60.7707
75,60.7641
76,60.7626
77,60.4129
78,61.20821
79,61.16626
80,61.13125
81,61.09822
82,61.07077
83,61.05152
84,61.03315
85,61.01862
86,61.00382
87,60.99075
88,60.97811
89,60.96497
90,60.95044
91,60.94016
92,60.92801
93,60.91795
94,60.90584
95,60.8951
96,60.8867
97,60.87605
98,60.86921
99,60.85915
100,60.85238
101,60.8423
102,60.83414
103,60.82792
104,60.82323
105,60.81477
106,60.80509
107,60.79487
108,60.78665
109,60.77683
110,60.76851
111,60.77241
112,60.76851
113,60.76122
114,60.75328
115,60.74639
116,60.73456
117,60.72443
118,60.71871
119,60.70956
120,60.70102
121,60.6955
122,60.69406
123,60.68258
124,60.67439
125,60.66537
126,60.65967
127,60.65481
128,60.64613
129,60.64073
130,60.63681
131,60.62873
132,60.61749
133,60.61208
134,60.6033
135,60.59994
136,60.5922
137,60.58646
138,60.57565
139,60.56827
140,60.56191
141,60.55364
142,60.5428
143,60.53662
144,60.5319
145,60.52435
146,60.51856
147,60.51409
148,60.50591
149,60.50014
150,60.4949
151,60.49125
152,60.48749
153,60.48137
154,60.47573
155,60.46803
156,60.46202
157,60.45418
158,60.44913
159,60.44484
160,60.43506
161,60.42536
162,60.41839
163,60.4118
164,60.40823
165,60.4017
166,60.39631
167,60.39022
168,60.37999
169,60.37316
170,60.36593
171,60.35877
172,60.35075
173,60.34447
174,60.33787
175,60.33453
176,60.32645
177,60.31996
178,60.31033
179,60.29906
180,60.29103
181,60.28785
182,60.28179
183,60.27171
184,60.26527
185,60.25913
186,60.25635
187,60.20242
188,60.22519
189,60.22438
190,60.21865
191,60.21585
192,60.21293
193,60.20591
194,60.19743
195,60.1891
196,60.18522
197,60.17805
198,60.17892
199,60.16917
200,60.1642
201,60.15808
202,60.15564
203,60.15085
204,60.14082
205,60.13028
206,60.12139
207,60.11564
208,60.11162
209,60.10528
210,60.09349
211,60.08589
212,60.07857
213,60.07508
214,60.06321
215,60.05925
216,60.05772
217,60.05238
218,60.04362
219,60.03801
220,60.02909
221,60.02149
222,60.01602
223,60.00954
224,60.00292
225,59.99557
226,59.99052
227,59.9868
228,59.9796
229,59.97251
230,59.96182
231,60.00621
232,60.15948
233,60.17728
234,60.14892
235,60.12065
236,60.10303
237,60.08447
238,60.06784
239,60.05432
240,60.03837
241,60.02632
242,60.01168
243,59.99772
244,59.98694
245,59.97614
246,59.96157
247,59.94522
248,59.93498
249,59.92321
250,59.91177
251,59.90361
252,59.89617
253,59.88723
254,59.87839
255,59.87107
256,59.86367
257,59.85915
258,59.85116
259,59.84137
260,59.83379
261,59.82618
262,59.81551
263,59.80699
264,59.80249
265,59.79227
266,59.78193
267,59.77329
268,59.76083
269,59.75492
270,59.74501
271,59.73558
272,59.72872
273,59.71959
274,59.70826
275,59.69919
276,59.69109
277,59.68512
278,59.6803
279,59.66991
280,59.66623
281,59.6599
282,59.6536
283,59.65888
284,59.64227
285,59.63724
286,59.63269
287,59.62538
288,59.61518
289,59.60557
290,59.5966
291,59.58899
292,59.58131
293,59.5698
294,59.56172
295,59.55303
296,59.54492
297,59.53585
298,59.53071
299,59.52189
300,59.51383
301,59.50594
302,59.4979
303,59.48852
304,59.48228
305,59.47588
306,59.4705
307,59.46493
308,59.45679
309,59.44847
310,59.44133
311,59.43588
312,59.42882
313,59.42383
314,59.41638
315,59.40604
316,59.39664
317,59.39137
318,59.38433
319,59.37668
320,59.3661
321,59.35751
322,59.34918
323,59.34089
324,59.33124
325,59.32132
326,59.31436
327,59.30619
328,59.29546
329,59.29119
330,59.28734
331,59.28634
332,59.28256
333,59.27398
334,59.26508
335,59.25869
336,59.25496
337,59.24692
338,59.23715
339,59.2354
340,59.22425
341,59.21533
342,59.20732
343,59.20046
344,59.19543
345,59.18361
346,59.17519
347,59.1652
348,59.16001
349,59.14811
350,59.13891
351,59.13229
352,59.12366
353,59.11376
354,59.10469
355,59.09883
356,59.09034
357,59.08473
358,59.07866
359,59.07457
360,59.07049
361,59.06669
362,59.05688
363,59.04905
364,59.0365
365,59.03257
366,59.0218
367,59.01067
368,59.0027
369,58.99061
370,58.98212
371,58.97761
372,58.97227
373,58.96433
374,58.9572
375,58.94684
376,58.94287
377,58.93726
378,58.93034
379,58.92434
380,58.92262
381,58.91738
382,58.90864
383,58.89716
384,58.88604
385,58.87555
386,58.86742
387,58.85512
388,58.84471
389,58.84298
390,58.83898
391,58.83744
392,58.83179
393,58.82444
394,58.8147
395,58.80366
396,58.79369
397,58.78416
398,58.77558
399,58.76929
400,58.75893
401,58.7528
402,58.74683
403,58.74225
404,58.73838
405,58.72836
406,58.71726
407,58.70611
408,58.69843
409,58.69167
410,58.68398
411,58.67256
412,58.66237
413,58.65942
414,58.65217
415,58.64698
416,58.63524
417,58.62298
418,58.61662
419,58.60867
420,58.60049
421,58.59407
422,58.58289
423,58.58032
424,58.57412
425,58.5701
426,58.56295
427,58.54979
428,58.53788
429,58.53111
430,58.51931
431,58.51261
432,58.50255
