cycle_number,discharge_capacity
1,50.56625
2,49.49875
3,49.19848
4,49.01283
5,48.91527
6,48.83595
7,48.8605
8,48.67901
9,48.62867
10,48.576
11,48.53143
12,48.49258
13,48.47688
14,48.47453
15,48.4443
16,48.74942
17,48.34068
18,48.33768
19,48.3342
20,48.31867
21,48.30138
22,48.27629
23,48.24252
24,48.21924
25,48.20711
26,48.2373
27,48.1725
28,48.15975
29,48.15208
30,48.14066
31,48.12976
32,48.09178
33,48.07009
34,48.04566
35,48.17303
36,48.00689
37,48.00597
38,47.99476
39,47.97856
40,47.97292
41,47.94077
42,47.9095
43,47.89583
44,47.88098
45,47.91245
46,47.86518
47,47.85297
48,47.83898
49,47.83025
50,47.81602
51,47.79873
52,47.78498
53,47.7687
54,48.05654
55,47.73432
56,47.71672
57,47.7052
58,47.69819
59,47.68021
60,47.6591
61,47.63992
62,47.61811
63,47.60712
64,47.65405
65,47.57958
66,47.56473
67,47.54797
68,47.53655
69,47.52183
70,47.49996
71,47.48179
72,47.47649
73,47.4595
74,47.44948
75,47.43374
76,47.42024
77,47.4008
78,47.39017
79,47.37941
80,47.35877
81,47.34846
82,47.33059
83,47.32486
84,47.29826
85,47.28844
86,47.27115
87,47.25344
88,47.23277
89,47.21186
90,47.19322
91,47.18255
92,47.17501
93,47.17583
94,47.13507
95,47.11433
96,47.08936
97,47.06122
98,47.0411
99,47.01638
100,46.99613
101,46.97743
102,47.65253
103,46.93545
104,46.93617
105,46.91548
106,46.89877
107,46.88006
108,46.8622
109,46.85408
110,46.82662
111,46.84593
112,46.88153
113,46.82738
114,46.8022
115,46.78998
116,46.77975
117,46.75824
118,46.73075
119,46.71441
120,46.69317
121,46.69465
122,46.68232
123,46.66443
124,46.64427
125,46.6153
126,46.57741
127,46.55995
128,46.53875
129,46.52653
130,46.51672
131,46.41945
132,46.46271
133,46.45073
134,46.42728
135,46.40778
136,46.38453
137,46.3588
138,46.33906
139,46.32051
140,46.30454
141,46.31097
142,46.24621
143,46.21764
144,46.18334
145,46.15896
146,46.11843
147,46.09673
148,46.07466
149,46.05623
150,45.97887
151,45.95888
152,45.91359
153,45.88485
154,45.85954
155,45.82007
156,45.77847
157,45.74772
158,45.71428
159,45.67739
160,45.65149
161,45.61605
162,45.57414
163,45.53889
164,45.49363
165,45.46772
166,45.42163
167,45.39132
168,45.35902
169,45.33506
170,45.33009
171,45.27419
172,45.23875
173,45.19852
174,45.1593
175,45.13229
176,45.0992
177,45.05939
178,45.02232
179,44.99139
180,44.95192
181,44.90832
182,44.8781
183,44.85524
184,44.80593
185,44.76838
186,44.73828
187,44.70125
188,44.66993
189,44.66288
190,44.60398
191,44.56157
192,44.53065
193,44.49045
194,44.44863
195,44.40886
196,44.37445
197,44.33668
198,44.30244
199,44.33109
200,44.2212
201,44.18447
202,44.13567
203,44.08939
204,44.05453
205,43.99825
206,43.9549
207,43.90261
208,43.87343
209,43.81546
210,43.7532
211,43.73234
212,43.69384
213,43.66355
214,43.60992
215,43.57223
216,43.52003
217,43.49224
218,43.45508
219,43.41769
220,43.38129
221,43.33642
222,43.30464
223,43.26214
224,43.24895
225,43.19848
226,
227,
228,
229,
230,
231,
232,
233,
234,
235,
236,
237,
238,
239,
240,
241,
242,
243,
244,
245,
246,
247,
248,
249,
250,
251,
252,
253,
254,
255,
256,
257,
258,
259,
260,
261,
262,
263,
264,
265,
266,
267,
268,
269,
270,
271,
272,
273,
274,
275,
276,
277,
278,
279,
280,
281,
282,
283,
284,
285,
286,
287,
288,
289,
290,
291,
292,
293,
294,
295,
296,
297,
298,
299,
300,
301,
302,
303,
304,
305,
306,
307,
308,
309,
310,
311,
312,
313,
314,
315,
316,
317,
318,
319,
320,
321,
322,
323,
324,
325,
326,
327,
328,
329,
330,
331,
332,
333,
334,
335,
336,
337,
338,
339,
340,
341,
342,
343,
344,
345,
346,
347,
348,
349,
350,
351,
352,
353,
354,
355,
356,
357,
358,
359,
360,
361,
362,
363,
364,
365,
366,
367,
368,
369,
370,
371,
372,
373,
374,
375,
376,
377,
378,
379,
380,
381,
382,
383,
384,
385,
386,
387,
388,
389,
390,
391,
392,
393,
394,
395,
396,
397,
398,
399,
400,
401,
402,
403,
404,
405,
406,
407,
408,
409,
410,
411,
412,
413,
414,
415,
416,
417,
418,
419,
420,
421,
422,
423,
424,
425,
426,
427,
428,
429,
430,
431,
432,
433,
434,
435,
436,
437,
438,
439,
440,
441,
442,
443,
444,
445,
446,
447,
448,
449,
450,
451,
452,
453,
454,
455,
456,
457,
458,
459,
460,
461,
462,
463,
464,
465,
466,
467,
468,
469,
470,
471,
472,
473,
474,
475,
476,
477,
478,
479,
480,
481,
482,
483,
484,
485,
486,
487,
488,
489,
490,
491,
492,
493,
494,
495,
496,
497,
498,
499,
500,
501,
502,
503,
504,
505,
506,
507,
