cycle_number,discharge_capacity
1,50.51223
2,49.58123
3,49.32044
4,49.16404
5,49.06014
6,48.96745
7,48.97491
8,48.84351
9,48.764
10,48.70775
11,48.65975
12,48.61664
13,48.5953
14,48.5739
15,48.52473
16,48.5765
17,48.45984
18,48.41426
19,48.37823
20,48.35318
21,48.31957
22,48.28849
23,48.25495
24,48.22477
25,48.20398
26,48.20566
27,48.17044
28,48.1431
29,48.12508
30,48.1066
31,48.07833
32,48.05279
33,48.03412
34,48.00348
35,48.03499
36,47.97797
37,47.96076
38,47.94506
39,47.93479
40,47.92177
41,47.89915
42,47.87395
43,47.8604
44,47.84918
45,47.85122
46,47.80838
47,47.79049
48,47.77286
49,47.76303
50,47.74502
51,47.73558
52,47.71564
53,47.70048
54,47.71139
55,47.67808
56,47.66308
57,47.64356
58,47.63486
59,47.62121
60,47.60822
61,47.59435
62,47.58203
63,47.57398
64,47.58341
65,47.54177
66,47.53443
67,47.53338
68,47.52646
69,47.52068
70,47.51252
71,47.50582
72,47.50821
73,47.69131
74,47.48654
75,47.48779
76,47.48418
77,47.48253
78,47.48393
79,47.48373
80,47.47139
81,47.47794
82,47.47982
83,47.51573
84,47.47352
85,47.48756
86,47.4815
87,47.48711
88,47.49916
89,47.49003
90,47.51926
91,47.5237
92,47.5361
93,47.54589
94,47.54613
95,47.55255
96,47.55965
97,47.56126
98,47.57082
99,47.55376
100,47.56473
101,47.56204
102,47.55426
103,47.55063
104,47.55912
105,47.554
106,47.55092
107,47.54096
108,47.54011
109,47.5257
110,47.52639
111,47.54027
112,47.53218
113,47.52464
114,47.5128
115,47.49819
116,47.49235
117,47.46738
118,47.45453
119,47.44225
120,47.43396
121,47.43896
122,47.41678
123,47.39563
124,47.37656
125,47.36102
126,47.33972
127,47.31118
128,47.29575
129,47.28391
130,47.26923
131,47.25733
132,47.23952
133,47.21992
134,47.19998
135,47.17807
136,47.14997
137,47.12796
138,47.10744
139,47.08869
140,47.08633
141,47.03521
142,47.01271
143,46.98263
144,46.95799
145,46.92675
146,46.89457
147,46.87427
148,46.85407
149,46.80076
150,46.79811
151,46.74838
152,46.71923
153,46.68805
154,46.65563
155,46.62648
156,46.58904
157,46.5618
158,46.52396
159,46.50672
160,46.46478
161,46.42586
162,46.40646
163,46.36546
164,46.33334
165,46.30906
166,46.27459
167,46.23476
168,46.19948
169,46.20319
170,46.11791
171,46.08538
172,46.04637
173,46.01368
174,45.98023
175,45.94456
176,45.91363
177,45.85715
178,45.83746
179,45.79052
180,45.75194
181,45.71682
182,45.6784
183,45.63804
184,45.59508
185,45.56776
186,45.53217
187,45.49796
188,45.48323
189,45.43405
190,45.39291
191,45.35484
192,45.31664
193,45.27824
194,45.24098
195,45.20509
196,45.16629
197,45.11097
198,45.10037
199,45.03544
200,45.01268
201,44.96311
202,44.91948
203,44.8783
204,44.82471
205,44.7762
206,44.72617
207,44.68467
208,44.636
209,44.5922
210,44.56226
211,44.52176
212,44.48187
213,44.43465
214,44.4045
215,44.35851
216,44.3277
217,44.33391
218,44.26485
219,44.22385
220,44.1871
221,44.14888
222,44.1112
223,44.07252
224,
225,
226,
227,
228,
229,
230,
231,
232,
233,
234,
235,
236,
237,
238,
239,
240,
241,
242,
243,
244,
245,
246,
247,
248,
249,
250,
251,
252,
253,
254,
255,
256,
257,
258,
259,
260,
261,
262,
263,
264,
265,
266,
267,
268,
269,
270,
271,
272,
273,
274,
275,
276,
277,
278,
279,
280,
281,
282,
283,
284,
285,
286,
287,
288,
289,
290,
291,
292,
293,
294,
295,
296,
297,
298,
299,
300,
301,
302,
303,
304,
305,
306,
307,
308,
309,
310,
311,
312,
313,
314,
315,
316,
317,
318,
319,
320,
321,
322,
323,
324,
325,
326,
327,
328,
329,
330,
331,
332,
333,
334,
335,
336,
337,
338,
339,
340,
341,
342,
343,
344,
345,
346,
347,
348,
349,
350,
351,
352,
353,
354,
355,
356,
357,
358,
359,
360,
361,
362,
363,
364,
365,
366,
367,
368,
369,
370,
371,
372,
373,
374,
375,
376,
377,
378,
379,
380,
381,
382,
383,
384,
385,
386,
387,
388,
389,
390,
391,
392,
393,
394,
395,
396,
397,
398,
399,
400,
401,
402,
403,
404,
405,
406,
407,
408,
409,
410,
411,
412,
413,
414,
415,
416,
417,
418,
419,
420,
421,
422,
423,
424,
425,
426,
427,
428,
429,
430,
431,
432,
433,
434,
435,
436,
437,
438,
439,
440,
441,
442,
443,
444,
445,
446,
447,
448,
449,
450,
451,
452,
453,
454,
455,
456,
457,
458,
459,
460,
461,
462,
463,
464,
465,
466,
467,
468,
469,
470,
471,
472,
473,
474,
475,
476,
477,
478,
479,
480,
481,
482,
483,
484,
485,
486,
487,
488,
489,
490,
491,
492,
493,
494,
495,
496,
497,
498,
499,
500,
501,
502,
503,
504,
505,
506,
507,
