cycle_number,discharge_capacity
1,50.3262
2,49.15666
3,48.74973
4,48.62418
5,48.57586
6,48.51742
7,48.5296
8,48.35002
9,48.28386
10,48.22681
11,48.17638
12,48.11775
13,48.10089
14,48.11732
15,48.06766
16,48.19965
17,47.95947
18,47.9549
19,47.94322
20,47.92206
21,47.89852
22,47.85316
23,47.80374
24,47.77446
25,47.75357
26,47.7485
27,47.72188
28,47.7119
29,47.70404
30,47.68253
31,47.65732
32,47.6162
33,47.59299
34,47.56461
35,47.55403
36,47.51835
37,47.52371
38,47.50694
39,47.48601
40,47.46196
41,47.42319
42,47.38576
43,47.35888
44,47.34179
45,47.33349
46,47.30427
47,47.2874
48,47.26643
49,47.24069
50,47.21188
51,47.19228
52,47.16165
53,47.14054
54,47.22166
55,47.08124
56,47.05056
57,47.02937
58,46.99699
59,46.95707
60,46.92222
61,46.87888
62,46.84466
63,46.80935
64,46.77696
65,46.75411
66,46.72429
67,46.68948
68,46.65182
69,46.6088
70,46.56397
71,46.52489
72,46.48225
73,46.5197
74,46.41188
75,46.37165
76,46.33363
77,46.29642
78,46.25865
79,46.21929
80,46.2296
81,46.19483
82,46.15797
83,46.13164
84,46.09911
85,46.06403
86,46.03536
87,45.99298
88,45.95687
89,45.87248
90,45.82953
91,45.81803
92,45.88291
93,45.73332
94,45.6817
95,45.6529
96,45.59398
97,45.54898
98,45.50035
99,45.47206
100,45.44198
101,45.39628
102,45.35548
103,45.3224
104,45.30481
105,45.27129
106,45.19937
107,45.15707
108,45.13935
109,45.08524
110,45.12976
111,45.19804
112,45.18857
113,45.01832
114,44.96782
115,44.89882
116,44.82247
117,44.78768
118,44.71507
119,44.65657
120,44.647
121,44.60648
122,44.56289
123,44.45275
124,44.39951
125,44.35699
126,44.348
127,44.3091
128,44.25398
129,44.17419
130,45.18467
131,44.09115
132,43.99618
133,43.92533
134,43.88978
135,43.8251
136,43.76968
137,43.73476
138,43.70135
139,43.66959
140,43.69296
141,43.56397
142,43.50573
143,43.45558
144,43.39869
145,43.34357
146,43.29935
147,43.26344
148,43.23803
149,43.10218
150,43.07546
151,43.03489
152,42.9961
153,42.92355
154,42.86719
155,42.82004
156,42.79343
157,42.73108
158,42.70686
159,42.64912
160,42.59364
161,42.54609
162,42.49264
163,42.44588
164,42.40454
165,42.34182
166,42.28718
167,42.21275
168,42.16997
169,42.1707
170,42.08116
171,42.02641
172,41.99334
173,41.95955
174,41.91581
175,41.85934
176,41.82232
177,41.77094
178,41.72342
179,41.76661
180,41.60417
181,41.55868
182,41.50679
183,41.46009
184,41.40375
185,41.34827
186,41.29893
187,41.22412
188,41.15508
189,41.11319
190,41.04944
191,40.99837
192,40.95178
193,40.90689
194,40.8568
195,40.79248
196,40.72401
197,40.68075
198,40.61482
199,40.55914
200,40.51337
201,40.4588
202,40.41049
203,40.36467
204,40.31089
205,40.23851
206,40.18006
207,40.131
208,40.08387
209,39.99715
210,39.95119
211,39.91891
212,39.87684
213,39.82748
214,39.76815
215,39.70567
216,39.64443
217,39.61951
218,39.56072
219,39.51989
220,39.45212
221,39.40742
222,39.37089
223,39.32543
224,39.30044
225,39.25313
226,43.34748
227,43.09735
228,42.92545
229,42.75406
230,42.62002
231,42.48235
232,42.34098
233,42.208
234,42.08726
235,41.97508
236,41.86524
237,41.75227
238,41.64735
239,41.57569
240,41.44681
241,41.3334
242,41.24745
243,41.14479
244,41.05257
245,40.9458
246,40.85605
247,40.76348
248,40.69424
249,40.65197
250,40.56284
251,40.48052
252,40.40346
253,40.27892
254,40.1912
255,40.10322
256,40.08671
257,40.02259
258,39.95808
259,39.89562
260,39.83233
261,39.75443
262,39.68988
263,39.59927
264,39.53976
265,39.46804
266,39.42724
267,39.37432
268,39.31733
269,39.27241
270,39.19333
271,39.11524
272,39.08101
273,39.00434
274,38.94168
275,42.65754
276,42.37217
277,42.16549
278,42.0176
279,41.86027
280,41.72009
281,41.64581
282,41.51219
283,41.39501
284,41.27968
285,41.16162
286,41.04865
287,40.93185
288,40.75604
289,40.62089
290,40.51957
291,40.48988
292,40.38989
293,40.28972
294,40.19751
295,40.10404
296,40.0236
297,39.91909
298,39.84329
299,39.75448
300,39.67755
301,39.60286
302,39.52011
303,39.4379
304,39.29307
305,39.28818
306,39.21722
307,39.14759
308,39.05927
309,39.00405
310,38.95027
311,38.88715
312,38.79084
313,38.72004
314,38.65725
315,38.596
316,38.52336
317,38.47171
318,38.41
319,38.35011
320,38.28446
321,38.14135
322,38.16045
323,38.11325
324,38.0599
