cycle_number,discharge_capacity
1,50.11591
2,48.95916
3,48.57709
4,48.43222
5,48.39063
6,48.34048
7,48.42192
8,48.20589
9,48.18067
10,48.13751
11,48.10398
12,48.0622
13,48.03874
14,48.04791
15,48.01934
16,48.03445
17,47.91194
18,47.91517
19,47.91285
20,47.88325
21,47.86932
22,47.83617
23,47.79349
24,47.76864
25,47.74592
26,47.75894
27,47.71608
28,47.71216
29,47.70195
30,47.69255
31,47.67546
32,47.64066
33,47.61647
34,47.58515
35,47.61106
36,47.54307
37,47.55012
38,47.5448
39,47.53104
40,47.52158
41,47.49388
42,47.46231
43,47.44472
44,47.43569
45,47.41612
46,47.41219
47,47.40297
48,47.39077
49,47.36912
50,47.35022
51,47.3391
52,47.31395
53,47.2939
54,47.268
55,47.25146
56,47.24566
57,47.22654
58,47.20502
59,47.18911
60,47.1675
61,47.14111
62,47.1153
63,47.1047
64,47.10145
65,47.07921
66,47.06277
67,47.03977
68,47.03206
69,47.00029
70,46.98276
71,46.96291
72,46.94202
73,46.93241
74,46.90467
75,46.87866
76,46.85376
77,46.83187
78,46.8062
79,46.7807
80,46.74695
81,46.71885
82,46.68144
83,46.68695
84,46.64486
85,46.61488
86,46.5823
87,46.55674
88,46.51957
89,46.48345
90,46.44804
91,46.42394
92,46.39452
93,46.3438
94,46.29874
95,46.26291
96,46.21474
97,46.17582
98,46.13569
99,46.08928
100,46.05393
101,46.00805
102,45.99297
103,45.92876
104,45.88212
105,45.84695
106,45.79511
107,45.74828
108,45.69787
109,45.65904
110,45.6281
111,45.70231
112,45.57212
113,45.53
114,45.47158
115,45.41682
116,45.38068
117,45.33454
118,45.29301
119,45.23767
120,45.19549
121,45.20048
122,45.12774
123,45.06087
124,45.02953
125,44.97397
126,44.9224
127,44.86956
128,44.80875
129,44.7444
130,44.71153
131,44.65246
132,44.60479
133,44.54387
134,44.50647
135,44.45216
136,44.3985
137,44.3438
138,44.30384
139,44.26028
140,44.15853
141,44.15991
142,44.10589
143,44.05415
144,43.99869
145,43.95287
146,43.89323
147,43.8438
148,43.80163
149,43.72632
150,43.77312
151,43.62562
152,43.58201
153,43.50371
154,43.45403
155,43.40075
156,43.34892
157,43.29021
158,43.23484
159,43.18338
160,43.13259
161,43.06894
162,43.01583
163,42.96265
164,42.90956
165,42.85776
166,42.79747
167,42.75098
168,42.70435
169,42.65147
170,42.60583
171,42.55238
172,42.50342
173,42.45154
174,42.40267
175,42.35333
176,42.30124
177,42.25905
178,42.19048
179,42.15482
180,42.0923
181,42.04454
182,42.00001
183,41.95404
184,41.89757
185,41.84178
186,41.79531
187,41.76424
188,41.72044
189,41.68386
190,41.62243
191,41.5763
192,41.52664
193,41.48459
194,41.44393
195,41.39864
196,41.34898
197,41.2888
198,41.22895
199,41.27977
200,41.1459
201,41.1176
202,41.06096
203,41.00801
204,40.95862
205,40.91119
206,40.87004
207,40.80612
208,40.77402
209,40.76069
210,40.64332
211,40.61709
212,40.56542
