cycle_number,discharge_capacity
1,59.49447
2,59.48605
3,59.47468
4,59.47346
5,59.48304
6,59.46927
7,59.47066
8,59.4495
9,59.4426
10,59.44044
11,59.44556
12,59.43256
13,59.41395
14,59.41668
15,59.41283
16,59.40861
17,59.40375
18,59.40639
19,59.40293
20,59.4028
21,59.38825
22,59.38791
23,59.38913
24,59.38632
25,59.38789
26,59.38979
27,59.39215
28,59.38198
29,59.3776
30,59.38397
31,59.38279
32,59.37733
33,59.3784
34,59.37752
35,59.37632
36,59.37048
37,59.36889
38,59.36599
39,59.36834
40,59.36969
41,59.36704
42,59.36516
43,59.36044
44,59.36882
45,59.36556
46,59.36686
47,59.36393
48,59.36433
49,59.36451
50,59.36398
51,59.35927
52,59.36401
53,59.362
54,59.3616
55,59.35951
56,59.36316
57,59.36205
58,59.35871
59,59.36077
60,59.36176
61,59.36378
62,59.36204
63,59.36329
64,59.35926
65,59.35542
66,59.35166
67,59.35066
68,59.35157
69,59.35233
70,59.3533
71,59.36919
72,59.36811
73,59.3701
74,59.36521
75,59.3662
76,59.36447
77,59.36602
78,59.36274
79,59.35668
80,59.35768
81,59.35655
82,59.36088
83,59.36249
84,59.36241
85,59.36048
86,59.35429
87,59.35944
88,59.36598
89,59.3599
90,59.35991
91,59.36868
92,59.35813
93,59.35725
94,59.35709
95,59.35383
96,59.34899
97,59.34544
98,59.34843
99,59.33685
100,59.33155
101,59.3246
102,59.33
103,59.32865
104,59.32637
105,59.33037
106,59.34322
107,59.3431
108,59.34609
109,59.34296
110,59.34451
111,59.3378
112,59.33789
113,59.33486
114,59.33804
115,59.33875
116,59.33604
117,59.33457
118,59.3387
119,59.31716
120,59.31191
121,59.31312
122,59.31283
123,59.31222
124,59.30882
125,59.31044
126,59.30454
127,59.30718
128,59.30585
129,59.30779
130,59.30494
131,59.30434
132,59.30168
133,59.30144
134,59.30004
135,59.29805
136,59.29383
137,59.29073
138,59.29075
139,59.2866
140,59.28681
141,59.28193
142,59.28385
143,59.28741
144,59.28246
145,59.27909
146,59.27711
147,59.27649
148,59.27305
149,59.2721
150,59.27183
151,59.27127
152,59.26505
153,59.26391
154,59.26443
155,59.26242
156,59.26409
157,59.25382
158,59.25127
159,59.24847
160,59.24919
161,59.24438
162,59.24995
163,59.24656
164,59.24405
165,59.2399
166,59.24145
167,59.23633
168,59.23802
169,59.23619
170,59.23833
171,59.23022
172,59.23016
173,59.22942
174,59.22952
175,59.22037
176,59.21564
177,59.21231
178,59.2106
179,59.2073
180,59.20538
181,59.20225
182,59.20188
183,59.19648
184,59.19727
185,59.19231
186,59.1907
187,59.18756
188,59.18846
189,59.18773
190,59.18587
191,59.17943
192,59.18282
193,59.18256
194,59.18182
195,59.17647
196,59.17537
197,59.17138
198,59.17177
199,59.17366
200,59.16831
201,59.16934
202,59.16351
203,59.16148
204,59.15957
205,59.15748
206,59.15608
207,59.15453
208,59.15184
209,59.16473
210,59.14359
211,59.14419
212,59.14495
213,59.1399
214,59.13811
215,59.14065
216,59.13808
217,59.13118
218,59.12595
219,59.12596
220,59.12122
221,59.11748
222,59.11988
223,59.11984
224,59.15033
225,59.10805
226,59.10608
227,59.10387
228,59.10036
229,59.1015
230,59.10709
231,59.10611
232,59.09506
233,59.09169
234,59.08593
235,59.08782
236,59.08542
237,59.08113
238,59.08723
239,59.08409
240,59.0788
241,59.07194
242,59.0696
243,59.06463
244,59.06221
245,59.06623
246,59.06551
247,59.05495
248,59.04904
249,59.04397
250,59.04544
251,59.04027
252,59.04075
253,59.03991
254,59.04298
255,59.03487
256,59.03057
257,59.03439
258,59.03194
259,59.02732
260,59.02722
261,59.02218
262,59.01519
263,59.01199
264,59.00376
265,59.00207
266,58.99873
267,58.99881
268,59.00307
269,58.99986
270,58.99761
271,58.9885
272,58.98428
273,58.98287
274,58.97845
275,58.97549
276,58.9652
277,58.95829
278,58.94728
279,58.94084
280,58.93578
281,58.93356
282,58.93575
283,58.93118
284,58.92795
