cycle_number,discharge_capacity
1,50.63432
2,49.56969
3,49.29864
4,49.12887
5,48.99198
6,48.89093
7,48.86322
8,48.75071
9,48.69224
10,48.64466
11,48.60058
12,48.55724
13,48.52311
14,48.48049
15,48.44558
16,48.42287
17,48.37095
18,48.33551
19,48.30723
20,48.26652
21,48.24185
22,48.21444
23,48.18621
24,48.15495
25,48.12684
26,48.1145
27,48.07156
28,48.05034
29,48.02027
30,47.99362
31,47.97088
32,47.94713
33,47.92162
34,47.9009
35,47.97175
36,47.85819
37,47.83325
38,47.8107
39,47.78838
40,47.7522
41,47.7548
42,47.72762
43,47.7111
44,47.68996
45,47.66878
46,47.65741
47,47.63063
48,47.61039
49,47.5946
50,47.57152
51,47.55811
52,47.53104
53,47.51407
54,47.53892
55,47.48157
56,47.46395
57,47.44217
58,47.43531
59,47.41484
60,47.39877
61,47.38268
62,47.36558
63,47.52845
64,47.32984
65,47.32006
66,47.31013
67,47.29519
68,47.27972
69,47.26335
70,47.25065
71,47.23606
72,47.23128
73,47.28134
74,47.20226
75,47.1878
76,47.17795
77,47.16348
78,47.14899
79,47.13447
80,47.11916
81,47.121
82,47.09975
83,47.10484
84,47.08438
85,47.08093
86,47.07333
87,47.06595
88,47.05713
89,47.05784
90,47.05488
91,47.06061
92,47.06744
93,47.05346
94,47.05218
95,47.04656
96,47.0434
97,47.04038
98,47.0231
99,47.03445
100,47.0395
101,47.03852
102,47.03183
103,47.03693
104,47.03962
105,47.04301
106,47.03594
107,47.03325
108,47.03974
109,47.04052
110,47.04906
111,47.03004
112,47.02953
113,47.02209
114,47.02287
115,47.0104
116,47.00475
117,46.99186
118,46.98753
119,46.98329
120,46.97957
121,46.97496
122,46.96046
123,46.94526
124,46.92371
125,46.91426
126,46.89106
127,46.87109
128,46.86768
129,46.85227
130,46.83925
131,46.82804
132,46.81583
133,46.79271
134,46.77493
135,46.75324
136,46.73456
137,46.71704
138,46.70246
139,46.68377
140,46.66882
141,46.64273
142,46.62541
143,46.59412
144,46.57665
145,46.55132
146,46.52827
147,46.51252
148,46.46597
149,46.4632
150,46.42974
151,46.3983
152,46.36518
153,46.33589
154,46.3029
155,46.27148
156,46.25558
157,46.21063
158,46.18293
159,46.164
160,46.11577
161,46.08416
162,46.0575
163,46.02639
164,45.99042
165,45.95433
166,45.91887
167,45.88648
168,45.87781
169,45.82194
170,45.78772
171,45.75853
172,45.72115
173,45.6957
174,45.6528
175,45.60739
176,45.56784
177,45.53413
178,45.51661
179,45.4467
180,45.41842
181,45.38633
182,45.35117
183,45.31012
184,45.27731
185,45.25246
186,45.21537
187,45.18183
188,45.11603
189,45.08072
190,45.03741
191,44.99664
192,44.96122
193,44.91482
194,44.87114
195,44.82546
196,44.79326
197,44.77365
198,44.69565
199,44.66419
200,44.61357
201,44.56812
202,44.52112
203,44.47574
204,44.43909
205,44.40298
206,44.36742
207,44.31018
208,44.26695
209,44.22434
210,44.17237
211,44.13023
212,44.08827
213,44.05092
214,44.00682
215,43.96961
216,43.93323
217,43.88176
218,43.83817
219,43.79525
220,43.76065
221,43.72527
222,43.68035
223,
224,
225,
226,
227,
228,
229,
230,
231,
232,
233,
234,
235,
236,
237,
238,
239,
240,
241,
242,
243,
244,
245,
246,
247,
248,
249,
250,
251,
252,
253,
254,
255,
256,
257,
258,
259,
260,
261,
262,
263,
264,
265,
266,
267,
268,
269,
270,
271,
272,
273,
274,
275,
276,
277,
278,
279,
280,
281,
282,
283,
284,
285,
286,
287,
288,
289,
290,
291,
292,
293,
294,
295,
296,
297,
298,
299,
300,
301,
302,
303,
304,
305,
306,
307,
308,
309,
310,
311,
312,
313,
314,
315,
316,
317,
318,
319,
320,
321,
322,
323,
324,
325,
326,
327,
328,
329,
330,
331,
332,
333,
334,
335,
336,
337,
338,
339,
340,
341,
342,
343,
344,
345,
346,
347,
348,
349,
350,
351,
352,
353,
354,
355,
356,
357,
358,
359,
360,
361,
362,
363,
364,
365,
366,
367,
368,
369,
370,
371,
372,
373,
374,
375,
376,
377,
378,
379,
380,
381,
382,
383,
384,
385,
386,
387,
388,
389,
390,
391,
392,
393,
394,
395,
396,
397,
398,
399,
400,
401,
402,
403,
404,
405,
406,
407,
408,
409,
410,
411,
412,
413,
414,
415,
416,
417,
418,
419,
420,
421,
422,
423,
424,
425,
426,
427,
428,
429,
430,
431,
432,
433,
434,
435,
436,
437,
438,
439,
440,
441,
442,
443,
444,
445,
446,
447,
448,
449,
450,
451,
452,
453,
454,
455,
456,
457,
458,
459,
460,
461,
462,
463,
464,
465,
466,
467,
468,
469,
470,
471,
472,
473,
474,
475,
476,
477,
478,
479,
480,
481,
482,
483,
484,
485,
486,
487,
488,
489,
490,
491,
492,
493,
494,
495,
496,
497,
498,
499,
500,
501,
502,
503,
504,
505,
506,
507,
