cycle_number,discharge_capacity
1,
2,60.39165
3,60.48089
4,60.53296
5,60.57707
6,60.61094
7,60.63976
8,60.65566
9,60.67362
10,60.70016
11,60.72147
12,60.73802
13,60.74718
14,60.76005
15,60.7751
16,60.79298
17,60.80311
18,60.80614
19,60.81507
20,60.82686
21,60.84137
22,60.84543
23,60.85297
24,60.85959
25,60.86637
26,60.87742
27,60.8838
28,60.88969
29,60.88942
30,60.89839
31,60.9117
32,60.90069
33,60.89794
34,60.90481
35,60.91108
36,60.91972
37,60.92062
38,60.92332
39,60.93025
40,60.93528
41,60.94176
42,60.94189
43,60.94702
44,60.94949
45,60.95304
46,60.95882
47,60.9593
48,60.96007
49,60.96362
50,60.96922
51,60.97692
52,60.97799
53,60.98358
54,60.98478
55,60.98699
56,60.99446
57,61.00047
58,60.99796
59,61.00369
60,61.00606
61,61.01609
62,61.0221
63,61.02052
64,61.02257
65,61.02241
66,61.02921
67,61.02941
68,61.03062
69,61.02723
70,61.0261
71,61.03675
72,61.03214
73,61.02874
74,61.02909
75,61.02911
76,61.02868
77,61.02288
78,61.02171
79,61.02635
80,61.01147
81,61.01876
82,61.00485
83,61.0067
84,61.0082
85,61.00888
86,61.01448
87,61.01287
88,61.00901
89,61.00548
90,60.99745
91,61.00471
92,61.00188
93,60.98921
94,60.9923
95,60.99262
96,60.9873
97,60.9912
98,61.00327
99,60.97748
100,60.97871
101,60.96707
102,60.97934
103,60.96628
104,60.96414
105,60.96143
106,60.95818
107,60.95505
108,60.94535
109,60.94459
110,60.94475
111,60.95118
112,60.94672
113,60.93772
114,60.93376
115,60.92626
116,60.93138
117,60.92234
118,60.92509
119,60.92174
120,60.90544
121,60.91928
122,60.92169
123,60.9173
124,60.90784
125,60.9063
126,60.90332
127,60.90355
128,60.89209
129,60.88805
130,60.88575
131,60.87929
132,60.88713
133,60.88401
134,60.87265
135,60.86507
136,60.8662
137,60.86572
138,60.8569
139,60.85023
140,60.84771
141,60.84635
142,60.84558
143,60.84141
144,60.8383
145,60.83407
146,60.82885
147,60.82721
148,60.82822
149,60.8204
150,60.81147
151,60.80987
152,60.81275
153,60.806
154,60.79898
155,60.79318
156,60.78748
157,60.78359
158,60.77881
159,60.775
160,60.77045
161,60.76228
162,60.76396
163,60.76307
164,60.75661
165,60.75043
166,60.75432
167,60.75178
168,60.75162
169,60.74527
170,60.72916
171,60.72806
172,60.7262
173,60.72512
174,60.71728
175,60.71427
176,60.70922
177,60.70456
178,60.70356
179,60.69776
180,60.68775
181,60.68295
182,60.6754
183,60.6762
184,60.67443
185,60.66357
186,60.65717
187,60.65501
188,60.65186
189,60.65101
190,60.63911
191,60.63362
192,60.62988
193,60.6269
194,60.62938
195,60.61698
196,60.61034
197,60.60534
198,60.59874
199,60.60109
200,60.59248
201,60.58936
202,60.59017
203,60.58415
204,60.58114
205,60.57012
206,60.56461
207,60.55722
208,60.55141
209,60.55052
210,60.54329
211,60.53648
212,60.53423
213,60.53125
214,60.51853
215,60.515
216,60.50697
217,60.49759
218,60.49658
219,60.49468
220,60.4901
221,60.48383
222,60.47768
223,60.47176
224,60.46736
225,60.46038
226,60.45248
227,60.44805
228,60.44501
229,60.44178
230,60.43736
231,60.42783
232,60.42316
233,60.4171
234,60.408
235,60.41174
236,60.40575
237,60.39866
238,60.39606
239,60.39363
240,60.39426
241,60.38929
242,60.38293
243,60.37807
244,60.3727
245,60.37262
246,60.36331
247,60.35737
248,60.35133
249,60.34985
250,60.34811
251,60.33587
252,60.33211
253,60.32609
254,60.31774
255,60.31994
256,60.31982
257,60.30989
258,60.30422
259,60.29572
260,60.2949
261,60.28999
262,60.28245
263,60.27844
264,60.27065
265,60.26954
266,60.26618
267,60.26528
268,60.25949
269,60.25626
270,60.25209
271,60.24546
272,60.2385
273,60.22984
274,60.22616
275,60.22339
276,60.21732
277,60.21455
278,60.20887
279,60.20152
280,60.20085
281,60.19778
282,60.18793
283,60.18356
284,60.17683
285,60.17104
286,60.16641
287,60.15188
288,60.14814
289,60.14426
290,60.14168
291,60.13496
292,60.12765
293,60.12572
294,60.11867
295,60.1171
296,60.11533
297,60.09874
298,60.09153
299,60.08211
300,60.07764
301,60.07601
302,60.06718
303,60.06106
304,60.05258
305,60.04768
306,60.04589
307,60.04131
308,60.02996
309,60.02459
310,60.02047
311,60.01737
312,60.00758
313,59.99939
314,59.99826
315,59.99152
316,59.9909
317,59.97794
318,59.97079
319,59.9626
320,59.95168
321,59.94631
322,59.94204
323,59.92999
324,59.92084
325,59.92088
326,59.91343
327,59.90504
328,59.89507
329,59.88491
330,59.8839
331,59.88312
332,59.87241
333,59.86364
334,59.86252
335,59.84808
336,59.84948
337,59.84126
338,59.8389
339,59.83464
340,59.82543
341,59.82049
342,59.8137
343,59.8037
344,59.80295
345,59.79641
346,59.7986
347,59.78852
348,59.78035
349,59.7715
350,59.76207
351,59.76375
352,59.75576
353,59.74904
354,59.74375
355,59.73694
356,59.73773
357,59.72284
358,59.7091
359,59.70356
360,59.69385
361,59.69266
362,59.68618
363,59.67786
364,59.66597
365,59.65793
366,59.66247
367,59.6571
368,59.64871
369,59.64698
370,59.63734
371,59.63677
372,59.63681
373,59.61917
374,59.61434
375,59.60447
376,59.60082
377,59.59541
378,59.58304
379,59.57807
380,59.5723
381,59.56354
382,59.55938
383,59.54955
384,59.54214
385,59.53372
386,59.52731
387,59.5239
388,59.51202
389,59.50657
390,59.49749
391,59.49417
392,59.48812
393,59.47708
394,59.46815
395,59.45904
396,59.45922
397,59.45356
398,59.44044
399,59.43878
400,59.42758
401,59.42724
402,59.42592
403,59.41477
404,59.40824
405,59.40176
406,59.30621
407,59.34861
408,59.33834
409,59.34922
410,59.3475
411,59.34307
412,59.33941
413,59.34722
414,59.32123
415,59.31767
416,59.31885
417,59.31337
418,59.30214
419,59.29315
420,59.28744
421,59.28556
422,59.27733
423,59.26391
424,59.25556
425,59.24882
426,59.24467
427,59.24169
428,59.24115
429,59.2239
430,59.22225
431,59.21501
432,59.20901
433,59.19442
434,59.18911
435,59.18618
436,59.18503
437,59.17983
438,59.17378
439,59.15914
440,59.14716
441,59.1437
442,59.13753
443,59.13692
444,59.12633
445,59.12016
446,59.11563
447,59.10586
448,59.09713
449,59.08799
450,59.07663
451,59.07492
452,59.06517
453,59.05841
454,59.05187
455,59.04584
456,59.04089
457,59.02968
458,59.02287
459,59.01473
460,59.00663
461,59.00574
462,58.99543
463,58.97953
464,58.97501
465,58.9683
466,58.96958
467,58.95459
468,58.94771
469,58.93853
470,58.9355
471,58.93076
472,58.92231
473,58.91737
474,58.90639
475,58.89826
476,58.89631
477,58.88683
478,58.87486
479,58.87042
480,58.8643
481,58.86147
482,58.84898
483,58.83718
484,58.82828
485,58.82288
486,58.81813
487,58.80425
488,58.80162
489,58.79042
490,58.78762
491,58.78332
492,58.77253
493,58.76427
494,58.75388
495,58.75042
496,58.74637
497,58.73547
498,58.72296
499,58.71677
500,58.71164
501,58.7054
502,58.68994
503,58.68551
504,58.67526
505,58.72782
506,58.7118
507,58.69504
508,58.68475
509,58.67248
510,58.68931
511,58.64891
512,58.64624
513,58.63075
514,58.62073
