cycle_number,discharge_capacity
1,50.50464
2,49.42412
3,49.14734
4,49.01189
5,48.90935
6,48.82836
7,48.79375
8,48.6226
9,48.57045
10,48.52075
11,48.46755
12,48.41771
13,48.39118
14,48.3838
15,48.34214
16,48.32965
17,48.24072
18,48.2247
19,48.19676
20,48.17745
21,48.14432
22,48.11237
23,48.06607
24,48.04337
25,48.01951
26,48.00803
27,47.97764
28,47.9673
29,47.95651
30,47.93609
31,47.91295
32,47.88634
33,47.86368
34,47.84609
35,47.8511
36,47.81037
37,47.81713
38,47.80224
39,47.79017
40,47.76841
41,47.75003
42,47.72306
43,47.7106
44,47.70106
45,47.69182
46,47.68205
47,47.67141
48,47.66014
49,47.64397
50,47.63344
51,47.61797
52,47.6077
53,47.59972
54,47.58255
55,47.57179
56,47.55822
57,47.55436
58,47.53151
59,47.52028
60,47.50683
61,47.48816
62,47.4736
63,47.45923
64,47.46306
65,47.44595
66,47.44254
67,47.4337
68,47.42853
69,47.42323
70,47.41846
71,47.4036
72,47.39936
73,47.39484
74,47.39318
75,47.40567
76,47.39567
77,47.39546
78,47.40265
79,47.3912
80,47.38506
81,47.39966
82,47.39729
83,47.41077
84,47.41713
85,47.40365
86,47.40418
87,47.41294
88,47.40717
89,47.42617
90,47.41943
91,47.43732
92,47.37697
93,47.41654
94,47.42083
95,47.4011
96,47.39481
97,47.38805
98,47.3668
99,47.36632
100,47.35775
101,47.34465
102,47.36054
103,47.32224
104,47.31709
105,47.30407
106,47.27634
107,47.24879
108,47.23751
109,47.22712
110,47.23077
111,47.17214
112,47.19747
113,47.1764
114,47.14093
115,47.12349
116,47.10765
117,47.07321
118,47.03478
119,46.99832
120,46.99416
121,47.00767
122,46.95472
123,46.89171
124,46.86416
125,46.84321
126,46.81165
127,46.77781
128,46.74248
129,46.70525
130,47.14271
131,46.66136
132,46.60388
133,46.55616
134,46.52065
135,46.47513
136,46.42874
137,46.39217
138,46.36343
139,46.33308
140,46.35916
141,46.26409
142,46.21195
143,46.16408
144,46.12851
145,46.08268
146,46.04306
147,46.01579
148,45.99174
149,45.89619
150,45.88444
151,45.84674
152,45.81185
153,45.76094
154,45.71688
155,45.67444
156,45.6408
157,45.59744
158,45.56078
159,45.54076
160,45.48685
161,45.43287
162,45.39284
163,45.36436
164,45.31138
165,45.28034
166,45.22711
167,45.17866
168,45.16128
169,45.1531
170,45.07779
171,45.03809
172,45.0079
173,44.96043
174,44.93363
175,44.88359
176,44.83059
177,44.8052
178,44.75845
179,44.72266
180,44.65832
181,44.62155
182,44.59137
183,44.53363
184,44.49831
185,44.4497
186,44.38492
187,44.35501
188,44.34792
189,44.23562
190,44.18335
191,44.13811
192,44.08864
193,44.04769
194,44.00379
195,43.9506
196,43.90139
197,43.86445
198,43.89596
199,43.75973
200,43.71107
201,43.66364
202,43.60359
203,43.568
204,43.51469
205,43.4622
206,43.41883
207,43.39965
208,43.34258
209,43.27297
210,43.24258
211,43.20051
212,43.17168
213,43.11663
214,43.08021
215,43.02119
216,42.98942
217,42.93668
218,42.89293
219,42.86203
220,42.82139
221,42.78946
222,42.75276
223,42.73983
224,42.68422
225,
226,
227,
228,
229,
230,
231,
232,
233,
234,
235,
236,
237,
238,
239,
240,
241,
242,
243,
244,
245,
246,
247,
248,
249,
250,
251,
252,
253,
254,
255,
256,
257,
258,
259,
260,
261,
262,
263,
264,
265,
266,
267,
268,
269,
270,
271,
272,
273,
274,
275,
276,
277,
278,
279,
280,
281,
282,
283,
284,
285,
286,
287,
288,
289,
290,
291,
292,
293,
294,
295,
296,
297,
298,
299,
300,
301,
302,
303,
304,
305,
306,
307,
308,
309,
310,
311,
312,
313,
314,
315,
316,
317,
318,
319,
320,
321,
322,
323,
324,
325,
326,
327,
328,
329,
330,
331,
332,
333,
334,
335,
336,
337,
338,
339,
340,
341,
342,
343,
344,
345,
346,
347,
348,
349,
350,
351,
352,
353,
354,
355,
356,
357,
358,
359,
360,
361,
362,
363,
364,
365,
366,
367,
368,
369,
370,
371,
372,
373,
374,
375,
376,
377,
378,
379,
380,
381,
382,
383,
384,
385,
386,
387,
388,
389,
390,
391,
392,
393,
394,
395,
396,
397,
398,
399,
400,
401,
402,
403,
404,
405,
406,
407,
408,
409,
410,
411,
412,
413,
414,
415,
416,
417,
418,
419,
420,
421,
422,
423,
424,
425,
426,
427,
428,
429,
430,
431,
432,
433,
434,
435,
436,
437,
438,
439,
440,
441,
442,
443,
444,
445,
446,
447,
448,
449,
450,
451,
452,
453,
454,
455,
456,
457,
458,
459,
460,
461,
462,
463,
464,
465,
466,
467,
468,
469,
470,
471,
472,
473,
474,
475,
476,
477,
478,
479,
480,
481,
482,
483,
484,
485,
486,
487,
488,
489,
490,
491,
492,
493,
494,
495,
496,
497,
498,
499,
500,
501,
502,
503,
504,
505,
506,
507,
