cycle_number,discharge_capacity
1,59.35708
2,59.35888
3,59.3504
4,59.36767
5,59.38206
6,59.34985
7,59.36047
8,59.33475
9,59.32479
10,59.33091
11,59.36579
12,59.34755
13,59.32232
14,59.34527
15,59.34218
16,59.33588
17,59.33749
18,59.34515
19,59.34273
20,59.34996
21,59.32982
22,59.32888
23,59.33002
24,59.3307
25,59.33459
26,59.34421
27,59.35198
28,59.3392
29,59.33186
30,59.33376
31,59.34366
32,59.33821
33,59.34526
34,59.34869
35,59.34337
36,59.33566
37,59.33529
38,59.33617
39,59.33846
40,59.34349
41,59.33781
42,59.33342
43,59.33654
44,59.33866
45,59.34036
46,59.34093
47,59.34257
48,59.34428
49,59.34358
50,59.34265
51,59.33751
52,59.33573
53,59.33768
54,59.33748
55,59.33961
56,59.3395
57,59.34335
58,59.34324
59,59.34647
60,59.33979
61,59.34166
62,59.34172
63,59.34257
64,59.33982
65,59.3317
66,59.32733
67,59.324
68,59.32653
69,59.31855
70,59.32006
71,59.34967
72,59.35617
73,59.34928
74,59.34461
75,59.34104
76,59.32087
77,59.32011
78,59.32241
79,59.31753
80,59.3099
81,59.30256
82,59.30936
83,59.3237
84,59.31458
85,59.30934
86,59.31427
87,59.32745
88,59.32915
89,59.31873
90,59.32326
91,59.31039
92,59.29499
93,59.30174
94,59.30351
95,59.29673
96,59.28643
97,59.28508
98,59.27229
99,59.2546
100,59.23943
101,59.23432
102,59.23711
103,59.24287
104,59.24375
105,59.25877
106,59.26461
107,59.26858
108,59.25353
109,59.25569
110,59.26081
111,59.252
112,59.25407
113,59.2516
114,59.24221
115,59.24512
116,59.23854
117,59.24404
118,59.20833
119,59.1937
120,59.19164
121,59.19383
122,59.18975
123,59.18882
124,59.18568
125,59.18264
126,59.18083
127,59.18144
128,59.18343
129,59.18767
130,59.17352
131,59.1762
132,59.17792
133,59.1689
134,59.15925
135,59.16039
136,59.15036
137,59.14094
138,59.14351
139,59.14032
140,59.14032
141,59.14271
142,59.14075
143,59.13823
144,59.12991
145,59.13012
146,59.12352
147,59.12205
148,59.12144
149,59.1176
150,59.11253
151,59.10785
152,59.09551
153,59.09789
154,59.09936
155,59.0993
156,59.08948
157,59.07792
158,59.0691
159,59.0708
160,59.065
161,59.06756
162,59.07271
163,59.06371
164,59.06084
165,59.06108
166,59.05185
167,59.04626
168,59.04719
169,59.05215
170,59.04318
171,59.04993
172,59.0411
173,59.04358
174,59.03114
175,59.01038
176,59.00469
177,59.00698
178,59.00269
179,58.99331
180,58.98541
181,58.97696
182,58.96386
183,58.96688
184,58.96349
185,58.97012
186,58.96239
187,58.95787
188,58.95751
189,58.94259
190,58.9386
