cycle_number,discharge_capacity
1,50.22162
2,48.96917
3,48.22365
4,48.3184
5,48.36211
6,48.35428
7,48.36981
8,48.22162
9,48.16415
10,48.10994
11,48.06165
12,48.02435
13,48.01467
14,48.03249
15,48.01134
16,47.99095
17,47.90652
18,47.90907
19,47.92022
20,47.89797
21,47.87928
22,47.8406
23,47.786
24,47.7562
25,47.71555
26,47.72273
27,47.69393
28,47.69003
29,47.69267
30,47.67886
31,47.6562
32,47.60678
33,47.57646
34,47.54845
35,47.53279
36,47.50404
37,47.50684
38,47.5025
39,47.48515
40,47.45634
41,47.41335
42,47.37212
43,47.35379
44,47.33936
45,47.32512
46,47.31681
47,47.29172
48,47.26536
49,47.23684
50,47.21636
51,47.18525
52,47.15016
53,47.12067
54,47.10221
55,47.05473
56,47.02229
57,46.98629
58,46.95429
59,46.91644
60,46.87607
61,46.82689
62,46.79758
63,46.80573
64,46.73503
65,46.71423
66,46.68385
67,46.65459
68,46.62393
69,46.58751
70,46.55626
71,46.53352
72,46.50978
73,46.47604
74,46.44306
75,46.41235
76,46.38384
77,46.35281
78,46.31144
79,46.2819
80,46.24866
81,46.21075
82,46.18501
83,46.13644
84,46.0978
85,46.05397
86,46.01484
87,45.98742
88,45.93701
89,45.8704
90,45.84015
91,45.80793
92,45.74783
93,45.70563
94,45.67139
95,45.61707
96,45.56516
97,45.5246
98,45.47482
99,45.4374
100,45.3772
101,45.36486
102,45.27975
103,45.24253
104,45.19852
105,45.14373
106,45.08445
107,45.04285
108,44.97236
109,44.9126
110,44.9115
111,44.85513
112,44.79144
113,44.7314
114,44.67812
115,44.61495
116,44.55669
117,44.47832
118,44.42843
119,44.37747
120,44.34491
121,44.26915
122,44.19581
123,44.1471
124,44.07342
125,44.01185
126,43.95526
127,43.90033
128,43.83822
129,43.76976
130,43.71101
131,43.64513
132,43.57987
133,43.51123
134,43.44517
135,43.37632
136,43.31928
137,43.26387
138,43.21718
139,43.20455
140,43.08971
141,43.03669
142,42.97708
143,42.91423
144,42.85776
145,42.80487
146,42.74179
147,42.69816
148,42.61013
149,42.58576
150,42.49379
151,42.44155
152,42.37602
153,42.30888
154,42.24551
155,42.18088
156,42.11749
157,42.04256
158,41.99512
159,41.9241
160,41.85644
161,41.80018
162,41.73401
163,41.68084
164,41.61002
165,41.54813
166,41.48209
167,41.42407
168,41.39786
169,41.32432
170,41.25345
171,41.19609
172,41.13608
173,41.08139
174,41.025
175,40.95511
176,40.89861
177,40.84337
178,40.81119
179,40.72342
180,40.66332
181,40.60974
182,40.5486
183,40.4874
184,40.43402
185,40.37933
186,40.31761
187,40.25772
188,40.23862
189,40.14244
190,40.08804
191,40.03
192,39.98012
193,39.91867
194,39.86013
195,39.79013
196,39.74706
197,39.67624
198,39.62471
199,39.58055
200,39.53708
201,39.47984
202,39.42873
203,39.37564
204,39.31251
205,39.25765
206,39.18519
207,39.14418
208,39.06211
209,39.00155
210,38.97481
211,38.91394
212,38.86094
213,38.79475
214,38.72207
215,38.65907
216,38.61954
217,38.55787
218,38.48142
219,38.41829
220,38.35264
221,38.29777
222,38.25044
223,38.21962
224,38.17844
225,43.14001
226,42.87256
227,42.66489
228,42.46009
229,42.28057
230,42.09057
231,41.92973
232,41.73819
233,41.59143
234,41.43006
235,41.29131
236,41.15486
237,41.01892
238,40.94557
239,40.77412
240,40.66472
241,40.55912
242,40.43508
243,40.32546
244,40.21909
245,40.11566
246,40.00761
247,39.92325
248,39.86833
249,39.76616
250,39.67756
251,39.59701
252,39.48058
253,39.36496
254,39.29235
255,39.20182
256,39.11315
257,39.04231
258,38.96679
259,38.90234
260,38.80724
261,38.75247
262,38.66861
263,38.59586
264,38.53366
265,38.46146
266,38.40657
267,38.34196
268,38.27956
269,38.21774
270,38.1528
271,38.09668
272,38.02497
273,37.96279
274,42.20976
275,41.92255
276,41.72018
277,41.5144
278,41.31305
279,41.1332
280,40.97121
281,40.79423
282,40.63325
283,40.47128
284,40.31798
285,40.1811
286,40.04504
287,39.90929
288,39.77934
289,39.64836
290,39.53188
291,39.41566
292,39.29952
293,39.19476
294,39.08842
295,38.99335
296,38.8887
297,38.78609
298,38.69852
299,38.60161
300,38.51767
301,38.41949
302,38.32288
303,38.241
304,38.15725
305,38.08414
306,37.9992
307,37.91526
308,37.83504
309,37.7635
310,37.71993
311,37.61791
312,37.54663
313,37.47874
314,37.39871
315,37.33849
316,37.28588
317,37.21151
318,37.14391
319,37.08749
320,37.05621
321,36.97213
322,36.91088
323,36.84601
324,36.79322
325,36.73507
326,36.67841
327,36.62212
328,36.57247
329,36.51826
330,36.48225
331,36.40801
332,36.35812
333,36.31124
334,36.26186
335,36.22014
336,36.16572
337,36.11982
338,36.07274
339,36.03252
340,36.06631
341,35.94532
342,35.89604
343,35.84494
344,35.80423
345,36.67474
346,35.97885
347,35.93319
348,35.86177
349,35.81063
350,35.74878
351,35.69277
352,35.63137
353,35.57637
354,35.52249
355,35.51899
356,35.44424
