cycle_number,discharge_capacity
1,59.03642
2,59.04331
3,59.03278
4,59.03752
5,59.06563
6,59.03761
7,59.0378
8,59.02747
9,59.01832
10,59.02019
11,59.0273
12,59.01665
13,59.00728
14,59.03457
15,59.03045
16,59.0296
17,59.03042
18,59.02761
19,59.03018
20,59.03016
21,59.0231
22,59.02213
23,59.02516
24,59.0204
25,59.02166
26,59.02114
27,59.0259
28,59.02081
29,59.01447
30,59.01801
31,59.02002
32,59.02003
33,59.01516
34,59.01644
35,59.01262
36,59.01725
37,59.01152
38,59.01246
39,59.00994
40,59.0171
41,59.01561
42,59.01051
43,59.01575
44,59.013
45,59.01545
46,59.01299
47,59.01368
48,59.01123
49,59.01799
50,59.01231
51,59.01449
52,59.00876
53,59.01483
54,59.01069
55,59.01021
56,59.00826
57,59.01425
58,59.00909
59,59.01384
60,59.00905
61,59.00907
62,59.00671
63,59.00774
64,59.0067
65,59.00179
66,59.00625
67,59.00039
68,58.99885
69,58.99454
70,58.99845
71,59.00338
72,59.00167
73,58.99745
74,59.00328
75,58.99621
76,58.99292
77,58.99147
78,58.9896
79,58.99679
80,58.99597
81,58.99176
82,58.98481
83,58.98345
84,58.98427
85,58.9836
86,58.97902
87,58.98704
88,58.97777
89,58.96681
90,58.96705
91,58.97378
92,58.97246
93,58.96092
94,58.9615
95,58.96439
96,58.96656
97,58.94856
98,58.94022
99,58.94143
100,58.93751
101,58.92361
102,58.92918
103,58.9264
104,58.92923
105,58.93105
106,58.93389
107,58.93379
108,58.93219
109,58.92465
110,58.92392
111,58.91914
112,58.91924
113,58.91153
114,58.90746
115,58.90694
116,58.90141
117,58.90249
118,58.89708
119,58.89196
120,58.88379
121,58.88067
122,58.8779
123,58.87501
124,58.86808
125,58.87323
126,58.86515
127,58.86174
128,58.86056
129,58.86254
130,58.85715
131,58.85319
132,58.84904
133,58.84852
134,58.84909
135,58.84094
136,58.83459
137,58.83248
138,58.82547
139,58.82611
140,58.824
141,58.82306
142,58.82327
143,58.82161
144,58.81784
145,58.81003
146,58.81007
147,58.80533
148,58.79936
149,58.79513
150,58.79471
151,58.7932
152,58.78444
153,58.77966
154,58.77588
155,58.77516
156,58.77221
157,58.77441
158,58.76716
159,58.76696
160,58.75697
161,58.75221
162,58.75051
163,58.75493
164,58.74364
165,58.74554
166,58.74718
167,58.74283
168,58.73281
169,58.7296
170,58.72675
171,58.72263
172,58.72442
173,58.72264
174,58.72024
175,58.7133
176,58.69892
177,58.69695
178,58.69522
179,58.69165
180,58.68986
181,58.68337
182,58.67369
183,58.66097
184,58.66417
185,58.66272
186,58.66404
187,58.6607
188,58.6568
189,58.65292
190,58.64369
191,58.63289
192,58.63441
193,58.6313
194,58.62782
195,58.62717
196,58.62303
197,58.62053
198,58.60304
199,58.60874
200,58.60184
201,58.60403
202,58.59549
203,58.59992
204,58.5988
205,58.59701
206,58.58308
207,58.57813
208,58.57055
209,58.57397
210,58.57991
211,58.57136
212,58.56649
213,58.55526
214,58.55182
215,58.54894
216,58.54703
217,58.54065
218,58.54706
219,58.53863
220,58.53282
221,58.52104
222,58.52455
223,58.51659
224,58.51651
225,58.55157
226,58.51005
227,58.50626
228,58.499
229,58.49103
230,58.49655
231,58.49607
232,58.48771
233,58.48216
234,58.48029
235,58.46828
236,58.46661
237,58.46312
238,58.46182
239,58.46161
240,58.45462
241,58.45869
242,58.44559
243,58.44292
244,58.43556
245,58.43277
246,58.42482
247,58.42346
248,58.41781
249,58.41159
250,58.40246
251,58.40093
252,58.39741
253,58.39712
254,58.39631
255,58.39543
256,58.3928
257,58.39469
258,58.3836
259,58.37744
260,58.37437
261,58.36846
262,58.36223
263,58.38156
264,58.3593
265,58.34803
266,58.34125
267,58.336
268,58.33763
269,58.33711
270,58.33293
271,58.3266
272,58.32782
273,58.30885
274,58.3046
275,58.29931
276,58.29509
277,58.30472
278,58.30286
279,58.29004
280,58.28013
281,58.27955
282,58.27342
283,58.26961
284,58.26859
285,58.26379
286,58.25918
287,58.2537
288,58.2448
289,58.23946
290,58.23238
291,58.22954
292,58.22657
293,58.22626
294,58.21918
295,58.21219
296,58.20945
297,58.20756
298,58.20335
299,58.19469
300,58.18755
301,58.19588
302,58.18149
303,58.17347
304,58.17115
305,58.16222
306,58.15589
307,58.15415
308,58.14458
309,58.14442
310,58.13994
311,58.13338
312,58.12639
313,58.12002
314,58.11915
315,58.11217
316,58.10586
317,58.10578
318,58.10437
319,58.09802
320,58.0862
321,58.08181
322,58.08031
323,58.0766
324,58.07511
325,58.0665
326,58.06058
327,58.05235
328,58.04797
329,58.04876
330,58.04508
331,58.04042
332,58.03572
333,58.02805
334,58.02254
335,58.02033
336,58.01804
337,58.01041
338,58.00723
339,58.01646
340,57.9991
341,57.98761
342,57.98254
343,57.97722
344,57.97978
345,57.97012
346,57.96427
347,57.95896
348,57.95643
349,57.9445
350,57.94269
351,57.93408
352,57.93337
353,57.92617
354,57.92348
355,57.92174
356,57.91362
357,57.90643
358,57.90411
359,57.89915
360,57.89681
361,57.89232
362,57.88303
363,57.87082
364,57.86879
365,57.86431
366,57.86038
367,57.85694
368,57.85081
369,57.84879
370,57.83839
371,57.83385
372,57.82903
373,57.82647
374,57.82337
375,57.81712
376,57.80767
377,57.82023
378,57.79257
379,57.78152
380,57.77639
381,57.76916
382,57.76271
383,57.75342
384,57.74998
385,57.74608
386,57.74044
387,57.7285
388,57.72415
389,57.71975
390,57.71546
391,57.70289
392,57.69995
393,57.69418
394,57.69318
395,57.68341
396,57.67567
397,57.66782
398,57.66579
399,57.66285
400,57.65942
401,57.6483
402,57.64726
403,57.63545
404,57.63015
405,57.63015
406,57.627
407,57.62308
408,57.6145
409,57.60319
410,57.59739
411,57.68854
412,57.56394
413,57.5612
414,57.55481
415,57.55328
416,57.54825
417,57.54614
418,57.53684
419,57.53687
420,57.53245
421,57.53149
422,57.52278
423,57.52315
424,57.51681
425,57.51017
426,57.524
427,57.50608
428,57.50241
429,57.50042
430,57.49464
431,57.48897
432,57.48206
433,57.47678
434,57.47519
435,57.47097
436,57.46212
437,57.46011
438,57.45476
439,57.44148
440,57.435
441,57.43217
442,57.42851
443,57.42312
444,57.41689
445,57.40957
446,57.40179
447,57.39513
448,57.39096
449,57.38461
450,57.37554
451,57.37308
452,57.36922
453,57.35857
454,57.35199
455,57.34639
456,57.34442
457,57.34009
458,57.33167
459,57.32308
460,57.3175
461,57.31199
462,57.30571
463,57.29867
464,57.32542
465,57.28951
466,57.28168
467,57.2743
468,57.268
469,57.26192
470,57.25419
471,57.24554
472,57.24543
473,57.23568
474,57.22823
475,57.21924
476,57.21528
477,57.20873
478,57.20173
479,57.19872
480,57.1876
481,57.18306
482,57.17533
483,57.1685
484,57.16124
485,57.15298
486,57.14797
487,57.15784
488,57.13903
489,57.13383
490,57.12307
491,57.11858
492,57.11391
493,57.10905
494,57.09983
495,57.10095
496,57.08663
497,57.07882
498,57.0774
499,57.07474
500,57.06296
501,57.06325
502,57.05611
503,57.05669
504,57.0512
505,57.0479
506,57.03509
507,57.02761
508,57.02389
509,57.01779
510,57.01939
511,57.01256
512,57.00289
513,56.99591
514,56.99373
515,56.98079
516,56.97692
517,56.97498
518,56.97498
519,56.96631
520,56.94816
521,56.94331
522,56.93094
523,56.92694
524,56.92198
525,56.95243
526,56.91006
527,56.91046
528,56.90573
529,56.89226
530,56.88404
531,56.87419
532,56.86486
533,56.85949
534,56.85457
535,56.8528
536,56.84287
537,56.83505
538,56.82921
539,56.82421
540,56.81449
541,56.81291
542,56.81157
543,56.79762
544,56.78892
545,56.78581
546,56.77631
547,56.77059
548,56.79156
549,56.7556
550,56.74947
551,56.73285
552,56.72907
553,56.72333
554,56.71628
555,56.71203
556,56.70854
557,56.70453
558,56.69659
559,56.68676
560,56.68429
561,56.67631
562,56.67292
563,56.66944
564,56.66255
565,56.6614
566,56.64921
567,56.64485
568,56.64234
569,56.63481
570,56.62752
571,56.64205
572,56.62081
573,56.60745
574,56.60428
575,56.59369
576,56.5833
577,56.58333
578,56.57473
579,56.58001
580,56.57958
581,56.56327
582,56.5587
583,56.54985
584,56.54729
585,56.54122
586,56.53361
587,56.53676
588,56.53204
589,56.51754
590,56.51223
591,56.51129
592,56.50398
593,56.4897
594,56.49788
595,56.47964
596,56.47461
597,56.45766
598,56.44627
599,56.43989
600,56.43556
601,56.42461
602,56.38428
603,56.3736
604,56.36408
605,56.35899
606,56.3535
607,56.3471
608,56.33734
609,56.33077
610,56.32916
611,56.31738
612,56.3134
613,56.30721
614,56.29927
615,56.29216
616,56.28095
617,56.29286
618,56.27131
