cycle_number,discharge_capacity
1,58.81946
2,58.82628
3,58.80534
4,58.77557
5,58.82288
6,58.78434
7,58.7747
8,58.77452
9,58.76762
10,58.77506
11,58.72721
12,58.73222
13,58.74818
14,58.76437
15,58.74832
16,58.74579
17,58.73098
18,58.7295
19,58.72056
20,58.71753
21,58.72876
22,58.72594
23,58.7187
24,58.71118
25,58.69908
26,58.68962
27,58.6866
28,58.68856
29,58.68969
30,58.69141
31,58.69616
32,58.68808
33,58.68133
34,58.66928
35,58.67529
36,58.68314
37,58.67737
38,58.67655
39,58.67157
40,58.67684
41,58.67275
42,58.67267
43,58.67111
44,58.67794
45,58.66527
46,58.66363
47,58.66666
48,58.66338
49,58.6579
50,58.65067
51,58.66045
52,58.65226
53,58.6539
54,58.6534
55,58.65473
56,58.64717
57,58.65386
58,58.6426
59,58.6587
60,58.64419
61,58.64581
62,58.64258
63,58.63774
64,58.63714
65,58.64094
66,58.64821
67,58.64168
68,58.63967
69,58.63586
70,58.64169
71,58.61765
72,58.60033
73,58.58558
74,58.62091
75,58.5919
76,58.60063
77,58.59784
78,58.60102
79,58.6403
80,58.63457
81,58.62191
82,58.61377
83,58.60429
84,58.58843
85,58.60333
86,58.60737
87,58.61443
88,58.57457
89,58.55559
90,58.55539
91,58.58505
92,58.5945
93,58.58707
94,58.59662
95,58.60024
96,58.5879
97,58.57185
98,58.58459
99,58.58489
100,58.60371
101,58.6027
102,58.60043
103,58.59438
104,58.62015
105,58.61043
106,58.60336
107,58.59485
108,58.59729
109,58.57911
110,58.5707
111,58.56225
112,58.58644
113,58.56367
114,58.55852
115,58.56383
116,58.55659
117,58.56039
118,58.53845
119,58.59011
120,58.58637
121,58.58998
122,58.57851
123,58.57878
124,58.57804
125,58.58351
126,58.57536
127,58.58927
128,58.58609
129,58.59012
130,58.5802
131,58.57492
132,58.56432
133,58.56617
134,58.57035
135,58.58062
136,58.57451
137,58.56715
138,58.56546
139,58.56601
140,58.56059
141,58.56253
142,58.57606
143,58.57357
144,58.57348
145,58.55737
146,58.55576
147,58.54812
148,58.54441
149,58.54104
150,58.55502
151,58.5507
