cycle_number,discharge_capacity
1,59.25583
2,60.41131
3,60.4335
4,60.45789
5,60.4787
6,60.49945
7,60.51393
8,60.51987
9,60.52791
10,60.53423
11,60.54031
12,60.55298
13,60.56829
14,60.56772
15,60.56512
16,60.57215
17,60.57997
18,60.58389
19,60.59007
20,60.59408
21,60.60124
22,60.60699
23,60.60974
24,60.61372
25,60.61555
26,60.6212
27,60.6281
28,60.63233
29,60.63581
30,60.6369
31,60.6407
32,60.64206
33,60.6474
34,60.64982
35,60.65179
36,60.65573
37,60.6625
38,60.66087
39,60.66031
40,60.66191
41,60.66261
42,60.66639
43,60.66967
44,60.66973
45,60.6725
46,60.67314
47,60.67482
48,60.67596
49,60.67685
50,60.67876
51,60.67812
52,60.67948
53,60.67909
54,60.67914
55,60.67758
56,60.67425
57,60.68093
58,60.68267
59,60.68254
60,60.67937
61,60.67615
62,60.67624
63,60.67636
64,60.67656
65,60.67235
66,60.67024
67,60.66691
68,60.66846
69,60.66913
70,60.66159
71,60.6591
72,60.66521
73,60.67199
74,60.67145
75,60.66805
76,60.66616
77,60.65689
78,60.65464
79,60.65452
80,60.64497
81,60.64191
82,60.64378
83,60.64528
84,60.64363
85,60.64232
86,60.63322
87,60.62596
88,60.63164
89,60.63734
90,60.63191
91,60.63119
92,60.62189
93,60.61451
94,60.61355
95,60.6097
96,60.60766
97,60.60648
98,60.59374
99,60.58524
100,60.576
101,60.56375
102,60.56595
103,60.56905
104,60.56695
105,60.56102
106,60.56555
107,60.56381
108,60.55979
109,60.55581
110,60.55439
111,60.55283
112,60.54918
113,60.54643
114,60.5442
115,60.53329
116,60.52898
117,60.52635
118,60.51928
119,60.50086
120,60.49444
121,60.48787
122,60.48485
123,60.47999
124,60.4736
125,60.47623
126,60.47205
127,60.46727
128,60.46327
129,60.46032
130,60.4574
131,60.44803
132,60.44297
133,60.43506
134,60.43208
135,60.42519
136,60.42123
137,60.41243
138,60.40668
139,60.40678
140,60.40589
141,60.39633
142,60.39546
143,60.3874
144,60.38374
145,60.38047
146,60.37242
147,60.36568
148,60.35668
149,60.35342
150,60.34743
151,60.33772
152,60.33507
153,60.33126
154,60.32949
155,60.32769
156,60.3209
157,60.31188
158,60.30383
159,60.29902
160,60.29955
161,60.29461
162,60.2927
163,60.28522
164,60.2773
165,60.27269
166,60.26247
167,60.2541
168,60.25025
169,60.25122
170,60.25061
171,60.24447
172,60.23784
173,60.22517
174,60.22147
175,60.21098
176,60.20349
177,60.19966
178,60.19336
179,60.18837
180,60.18173
181,60.1763
182,60.16701
183,60.16267
184,60.15895
185,60.15689
186,60.1501
187,60.14332
188,60.13223
189,60.12358
190,60.11543
191,60.11048
192,60.10834
193,60.10061
194,60.09288
195,60.08943
196,60.08386
197,60.07997
198,60.07773
199,60.06816
200,60.06384
201,60.05259
202,60.04631
203,60.03974
204,60.03486
205,60.02549
206,60.0237
207,60.01508
208,60.00875
209,60.00092
210,59.99936
211,59.99399
212,59.98676
213,59.97855
214,59.97652
215,59.97284
216,59.96253
217,59.95125
218,59.94476
219,59.9382
220,59.92684
221,59.92457
222,59.91959
223,59.91521
224,59.90427
225,59.89931
226,59.89384
227,59.88188
228,59.87756
229,59.87457
230,59.86314
231,59.85599
232,59.84309
233,59.84325
234,59.83724
235,59.83044
236,59.82632
237,59.81772
238,59.80897
239,59.80442
240,59.79631
241,59.78916
242,59.78042
243,59.77671
244,59.77283
245,59.76462
246,59.75919
247,59.74952
248,59.74089
249,59.73209
250,59.72502
251,59.7208
252,59.71274
253,59.70495
254,59.69539
255,59.69034
256,59.6898
257,59.67331
258,59.66528
259,59.66083
260,59.65639
261,59.65216
262,59.64486
263,59.63799
264,59.62719
265,59.61923
266,59.61217
267,59.61251
268,59.60648
269,59.59814
270,59.58899
271,59.58211
272,59.56972
273,59.56804
274,59.5642
275,59.55987
276,59.54789
277,59.5378
278,59.52848
279,59.52259
280,59.51556
281,59.51198
282,59.49669
283,59.48338
284,59.47535
285,59.46601
286,59.45698
287,59.45086
288,59.44408
289,59.4401
290,59.43424
291,59.42791
292,59.41528
293,59.40461
294,59.39506
295,59.38996
296,59.38099
297,59.37435
298,59.36503
299,59.35829
300,59.35476
301,59.34615
302,59.33835
303,59.33008
304,59.32395
305,59.31576
306,59.31295
307,59.30298
308,59.29661
309,59.28238
310,59.27666
311,59.26949
312,59.25519
313,59.24564
314,59.23436
315,59.22862
316,59.21962
317,59.21117
318,59.20563
319,59.20169
320,59.19281
321,59.18155
322,59.17292
323,59.16474
324,59.15444
325,59.14652
326,59.14309
327,59.13522
328,59.12722
329,59.11676
330,59.10607
331,59.09844
332,59.09127
333,59.08786
334,59.07791
335,59.07188
336,59.06498
337,59.05642
338,59.04234
339,59.02817
340,59.02277
341,59.01711
342,59.00781
343,58.99983
344,58.98846
345,58.98223
346,58.97324
347,58.9667
348,58.96141
349,58.95432
350,58.94842
351,58.94192
352,58.93086
353,58.92142
354,58.91244
355,58.90682
356,58.89215
357,58.88126
358,58.87434
359,58.86311
360,58.86036
361,58.84947
362,58.8406
363,58.83474
364,58.82662
365,58.82552
366,58.81314
367,58.80321
368,58.79411
369,58.7804
370,58.77647
371,58.7671
372,58.75796
373,58.75128
374,58.73977
375,58.73855
376,58.72837
377,58.71719
378,58.71049
379,58.70382
380,58.69768
381,58.68962
382,58.67767
383,58.66536
384,58.65825
385,58.65572
386,58.64335
387,58.63248
388,58.61937
389,58.61304
390,58.60931
391,58.59729
392,58.58813
393,58.58078
394,58.5737
395,58.56845
396,58.55883
397,58.54628
398,58.53805
399,58.53029
400,58.52245
401,58.51594
402,58.50146
403,58.49264
404,58.48533
405,58.4775
406,57.25871
407,58.52742
408,58.51712
409,58.49205
410,58.47587
411,58.46403
412,58.45079
413,58.44176
414,58.4299
415,58.42401
416,58.41327
417,58.40116
418,58.38962
419,58.38295
420,58.37121
421,58.35961
422,58.35604
423,58.35142
424,58.34278
425,58.33126
426,58.31914
427,58.30623
428,58.29914
429,58.29626
430,58.29245
431,58.28392
432,58.27373
433,58.26421
434,58.25271
435,58.24542
436,58.2313
437,58.22335
438,58.21861
439,58.21247
440,58.20027
441,58.19467
442,58.18565
443,58.17821
444,58.17068
445,58.15462
446,58.14917
447,58.14128
448,58.1337
449,58.12554
450,58.1173
451,58.10927
452,58.10101
453,58.09618
454,58.08208
455,58.0727
456,58.06517
457,58.05742
458,58.05242
459,58.041
460,58.03208
461,58.02324
462,58.01643
463,58.00933
464,57.99838
465,57.9868
466,57.97858
467,57.97515
468,57.96892
469,57.95881
470,57.94496
471,57.93722
472,57.92935
473,57.92075
474,57.91609
475,57.9051
476,57.89855
477,57.89061
478,57.88037
479,57.87056
480,57.86043
481,57.85186
482,57.84747
483,57.83946
484,57.83315
485,57.82348
486,57.81255
487,57.80776
488,57.7981
489,57.81315
490,57.77999
491,57.77331
492,57.76449
493,57.75398
494,57.74432
495,57.73288
496,57.72784
497,57.72208
498,57.71044
499,57.70412
500,57.69565
501,57.6873
502,57.67729
503,57.66313
504,57.65742
505,57.65444
506,57.55313
507,57.54974
508,57.54627
509,57.54532
510,57.54995
511,57.54714
512,57.53984
513,57.53006
514,57.52879
515,57.52218
516,57.51892
517,57.52385
518,57.53275
519,57.53188
520,57.51513
521,57.49841
522,57.49109
523,57.48338
524,57.48528
525,57.4773
526,57.47203
527,57.46562
528,57.46067
529,57.44993
530,57.44482
531,57.43733
532,57.42936
533,57.42482
534,57.41776
535,57.40851
536,57.40144
537,57.38758
538,57.38223
539,57.37437
540,57.36744
541,57.36444
542,57.35773
543,57.34943
544,57.3408
545,57.33474
546,57.32898
547,57.32803
548,57.32143
549,57.3135
550,57.30285
551,57.30096
552,57.2925
553,57.28392
554,57.2791
555,57.27664
556,57.28273
557,57.26057
558,57.24834
559,57.24162
560,57.23456
561,57.2256
562,57.22579
563,57.21066
564,57.19864
565,57.18593
566,57.17692
567,57.16682
568,57.16346
569,57.154
570,57.15469
571,57.14607
572,57.13448
573,57.12503
574,57.12159
575,57.11733
576,57.10508
577,57.09601
578,57.09189
579,57.08546
580,57.07605
581,57.0668
582,57.0582
583,57.05306
584,57.04661
585,57.04232
586,57.03439
587,57.02824
588,57.01383
589,57.00549
590,56.99987
591,56.98813
592,56.97967
593,56.97617
594,56.97018
595,56.96177
596,56.95349
597,56.94248
598,56.94061
599,56.9329
600,56.94457
601,56.91436
602,56.91084
603,56.90298
604,56.89382
605,56.88874
606,56.8771
607,56.86977
608,56.86203
609,56.85621
610,56.8478
611,56.83882
612,56.8337
613,56.82653
614,56.81524
615,56.81084
616,56.80502
617,56.78652
618,56.78
619,56.76708
620,56.76158
621,56.75461
622,56.75057
623,56.75068
624,56.72789
625,56.72232
626,56.71773
627,56.71146
628,56.70159
629,56.69342
630,56.68897
631,56.67587
632,56.67372
633,57.64496
634,57.61446
635,57.58597
636,57.56295
637,57.53884
638,57.51774
639,57.50178
640,57.48588
641,57.4676
642,57.45151
643,57.43292
644,57.42004
645,57.4046
646,57.40007
647,57.37713
648,57.36261
649,57.35101
650,57.33781
651,57.33026
652,57.31626
653,57.30388
654,57.28794
655,57.27697
656,57.26615
657,57.25323
658,57.24157
659,57.2356
660,57.2264
661,57.21664
662,57.20543
663,57.19557
664,57.18249
665,57.17425
666,57.16083
667,57.15305
668,57.14323
669,57.13365
670,57.1236
671,57.10822
672,57.10032
673,57.08852
674,57.08362
675,57.0774
676,57.06585
677,57.05342
678,57.04371
679,57.03359
680,57.02546
681,57.02009
682,57.00906
683,56.99971
684,57.02018
685,56.9796
686,56.96729
687,56.95763
688,56.95194
689,56.94221
690,56.93399
691,56.92492
692,56.90866
693,56.89935
694,56.89201
695,56.88193
696,56.87336
697,56.86295
698,56.85329
699,56.84017
700,56.83203
701,56.82189
702,56.81114
703,56.80031
704,56.79044
705,56.78384
706,56.77229
707,56.7741
708,56.75476
709,56.74504
710,56.73713
711,56.729
712,56.72086
713,56.71421
714,56.70456
715,56.69287
716,56.68227
717,56.67382
718,56.6653
719,56.65773
720,56.64734
721,56.63578
722,56.62743
723,56.61943
724,56.60977
725,56.60482
726,56.59836
727,56.58882
728,56.58052
729,56.57252
730,56.56535
731,56.55278
732,56.542
733,56.53275
734,56.52585
735,56.51486
736,56.50499
737,56.4986
738,56.48882
739,56.47927
740,56.4729
741,56.46896
742,56.4568
743,56.44562
744,56.43966
745,56.42772
746,56.4213
747,56.40878
